Organisation Name,NACS Code,Organisation Type,Address1,Address2,Address3,Address4,Address5,PostCode,Telephone Number,NHS.UK users rating,Value  (NHS.UK users rating),Banding Classification  (NHS.UK users rating),Accepting NHS patients by referral only,Value  (Accepting NHS patients by referral only),Banding Classification  (Accepting NHS patients by referral only),Accepting new adult NHS patients,Value  (Accepting new adult NHS patients),Banding Classification  (Accepting new adult NHS patients),Accepting new adult patients entitled to free NHS dental care,Value  (Accepting new adult patients entitled to free NHS dental care),Banding Classification  (Accepting new adult patients entitled to free NHS dental care),Accepting children as new NHS patients,Value  (Accepting children as new NHS patients),Banding Classification  (Accepting children as new NHS patients),Urgent NHS dental appointments,Value  (Urgent NHS dental appointments),Banding Classification  (Urgent NHS dental appointments),Induction loop (Induction loop in place),Car parking (Is there car parking at this organisation?)
"mydentist, High Street, Stone",V000066,DEN,,10 High Street,,Stone,Staffordshire,ST15 8AW,Tel: 01785 818284,17 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V000066,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Heswall Dental Practice,V007961,DEN,7 The Mount,,Heswall,Merseyside,,CH60 4RE,Tel: 0151 342 8628,48 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007961,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,yes
NHS Trust,V009414,DEN,Trentside Dental Clinic,Stafford Road,STONE,Staffordshire,,ST15 0TT,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V009414,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
Clarendon Dental Spa,V012058,DEN,Clarendon Dental Spa,9 Woodhouse Square,,Leeds,,LS3 1AD,Tel: 0113 245 9004,92 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V012058,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,yes
Abbey House Dental Practice,V006650,DEN,,9 Abbey Street,Stone,Staffs,,ST15 8PA,Tel: 01785 818037,139 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V006650,,,,false,no,,false,no,,false,no,Children up to the age of 18,true,yes,,false,no,yes,yes
"mydentist, Orthodontic Centre, Low Road, Hunslet",V013596,DEN,,5 Low Road,Hunslet,Leeds,West Yorkshire,LS10 1QR,Tel: 01132778639,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013596,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,yes
Muirhead & Associates,V004388,DEN,Muirhead Dental Health,52-54 Otley Street,,Skipton,,BD23 1ET,Tel: 01756 792433,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V004388,0,0,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,true,yes,no,yes
Bodental Dental Practice,V004387,DEN,,33 Otley Street,Skipton,North Yorkshire,,BD23 1EL,Tel: 01756 794328,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V004387,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Briggate Dental Practice,V002910,DEN,4 Lower Briggate,,,Leeds,West Yorkshire,LS1 4AF,Tel: 0113 244 6095,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002910,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,no
Headingley Dental Care,V002973,DEN,Headingley Dental Care,58 Brudenell Road,,Leeds,,LS6 1EG,Tel: 0113 2785630,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002973,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
Advance Dental Care,V002987,DEN,,188 Butcher Hill,,Leeds,West Yorkshire,LS16 5BG,Tel: 0113 2751114,12 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002987,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,no,yes
Rothwell Dental Surgery,V002599,DEN,4 Butcher Lane,Rothwell,Leeds,West Yorkshire,,LS26 0DB,Tel: 0113 282 2972,14 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002599,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,yes
Horsforth Dental,V013307,DEN,2 Troy Road,Horsforth,,Leeds,,LS18 5NQ,Tel: 0113 2582180,11 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013307,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,no
Dalton Dental Care,V001040,DEN,Dalton Dental Care,5 Doncastor Road,Dalton,Rotherham,South Yorkshire,S65 3ET,Tel: 01709 855999,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V001040,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,no
Black and Associate,V002968,DEN,1 St Michaels Lane,Leeds,,W Yorkshire,Yorkshire(West Riding),LS6 3AN,Tel: 0113 2788998,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002968,0,0,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Rothwell Dental Care,V002630,DEN,22 Royds Lane,Rothwell,Leeds,W Yorkshire,,LS26 0BE,Tel: 0113 2822233,35 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002630,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,no
Acorn Dental Centre,V002049,DEN,,64 The Grove,,Ilkley,West Yorkshire,LS29 9PA,Tel: 01943 607474,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002049,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,no
Wells Road Dental Surgery,V002027,DEN,11 Wells Road,Ilkley,,W Yorkshire,,LS29 9JB,Tel: 01943 608748,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002027,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Mr J S Deu,V002974,DEN,Deu Dental Care,10 Otley Road,Headingley,Leeds,West Yorkshire,LS6 2AD,Tel: 0113 2784000,121 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002974,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,yes,yes
"mydentist, St Andrews Square, Rotherham",V004907,DEN,,8a  St Andrews Square,Bolton-upon-Dearne,Rotherham,South Yorkshire,S63 8BA,Tel: 01709888377,25 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V004907,,,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,yes
Gillet Bungalow Dental Surgery,V002627,DEN,Maia Dental,Gillett Lane,Rothwell,Leeds,West Yorkshire,LS26 0EG,Tel: 0113 2822238,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002627,0,0,,false,no,,false,no,,false,no,,false,no,,false,no,no,no
SpaDental Whitchurch,V011895,DEN,Corser House,17 Green End,,Whitchurch,Shropshire,SY13 1AD,Tel: 01948 664149,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V011895,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,true,yes,no,no
Green End Dental Practice,V007227,DEN,43 Green End,Whitchurch,,Shropshire,,SY13 1AD,Tel: 01948 662675,3 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007227,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,,
Genesis Dental Care,V013072,DEN,Genesis Dental Care,19 Springs Lane,,Ilkley,West Yorkshire,LS29 8UA,Tel: 01943 674080,256 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013072,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,yes
Swinton Dental Practice,V001044,DEN,61a Station Street,Swinton,,Mexborough,South Yorkshire,S64 8PZ,Tel: 01709 583166,8 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V001044,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,no,no
"mydentist, Hyde Park Road, Leeds ",V002975,DEN,,1 Moor View,Hyde Park Road,Leeds,West Yorkshire,LS6 1AQ,Tel: 01132752888,5 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002975,,,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,yes
Ilkley Dental Care,V002025,DEN,,39 Leeds Road,,Ilkley,West Yorkshire,LS29 8DP,Tel: 01943 608750,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002025,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,no
New Smile Dental Care,V002950,DEN,New Smile Dental Care,176-178 Woodhouse Lane,,Leeds,West Yorkshire,LS2 9HB,Tel: 0113 2425528,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002950,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Clifton Dental Practice,V000726,DEN,2 Hall Park Centre Forest Drive,Lytham St. Annes,Lancs,,,FY8 4QF,Tel: 01253 731522,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V000726,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Dr Altaf Hussain,V001886,DEN,The High Street Dental Practice,21 High Street,,Normanton,West Yorkshire,WF6 2AD,Tel: 01924 893400,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V001886,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
MR JW MUIRHEAD,V043418,DEN,103 MAIN STREET,ADDINGHAM,ILKLEY,,,LS29 0PD,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V043418,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
Anderson and Broadberry Dental Care,V001038,DEN,46 Worksop Road,Swallownest,,Sheffield,South Yorkshire,S26 4WD,Tel: 0114 287 2305,11 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V001038,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,false,no,no,yes
Rotherham NHS Foundation Trust,V014187,DEN,Aston Customer Service Centre,Dental Department,Worksop Road,Sheffield,,S26 4WD,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V014187,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
"Milne, Spencer & Harris Dental Surgeons LLP",V013030,DEN,Kings Medical Centre,King Edward Street,Normanton,Wakefield,West Yorkshire,WF6 2AZ,Tel: 01924 895864,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013030,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
The Mount Dental Practice,V010466,DEN,,1 Highfield Road,,Hemsworth,,WF9 4DP,Tel: 01977 616123,18 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V010466,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,yes,yes
Jonathan Ward & Associates,V008888,DEN,24 Market Street,Staveley,Chesterfield,Derbyshire,,S43 3UT,Tel: 01246 473001,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V008888,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
High Street Dental Clinic,V008340,DEN,High Street Dental Clinic - formally known as glenn thelwell,38 high street,staveley,chesterfield,Derbyshire,S43 3UX,Tel: 01246 561511,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V008340,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,no
Quarry House Dental Practice,V002628,DEN,Quarry House,Quarry Hill,,Leeds,,LS2 7PD,Tel: 0113 232 7876,7 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002628,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,no
Staveley Dental Care,V013486,DEN,9a Church Street,,Staveley,Derbyshire,,S43 3TL,Tel: 01246 471047,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013486,,,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,yes
Clay Cross Family Dental Centre,V005587,DEN,69 Holmgate Road,Clay Cross,Chesterfield,Derbyshire,,S45 9PG,Tel: 01246 863185,51 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005587,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
"mydentist, Skinner Lane, Leeds",V013003,DEN,Burmantofts Dental,Unit 7- 8 Skinner Lane,20:20 House,Leeds,West Yorkshire,LS7 1BB,Tel: 0113 2449900,25 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V013003,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,false,no,no,no
Portman Healthcare Limited,V285351,DEN,INTERNATIONAL DEVELOPMENT CENTRE,VALLEY DRIVE,ILKLEY,,,LS29 8AL,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V285351,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
"mydentist, Houghton Road, Rotherham ",V004873,DEN,,93 Houghton Rd,Thurnscoe,Rotherham,South Yorkshire,S63 0JX,Tel: 01709892909,7 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V004873,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,yes
Genix Healthcare East Park,V002636,DEN,5-7 East Park Road,Leeds,,W Yorkshire,West Yorkshire,LS9 9JD,Tel: 0113 2480589,14 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002636,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Meanwood Dental Surgery,V002972,DEN,583 Meanwood Road,Meanwood,,Leeds,West Yorkshire,LS6 4AY,Tel: 0113 2785966,27 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002972,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Woodlands Dental,V014064,DEN,80 Woodlands Road,Ansdell,Lytham St Annes,Lancashire,,FY8 1DA,Tel: 01253 731800,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V014064,,,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,no,no
Market Drayton Dental Practice,V006721,DEN,Drayton Primary Care Centre,Maer Lane,Market Drayton,Shropshire,,TF9 3AL,Tel: 01630 650733,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V006721,,,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,no,yes
Whitecross Dental Care Limited,V262679,DEN,"{my}dentist, Sheepscar",4 Sheepscar Court,Northside Business Park,Leeds,,LS7 2BB,Tel: 01132622303,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V262679,0,0,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,yes
Mr J S Deu,V002995,DEN,68 Otley Old Road,Cookridge,,Leeds,West Yorkshire,LS16 6LQ,Tel: 0113 2611400,82 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002995,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,no,yes
Gargrave Dental Practice,V004393,DEN,18 East Street,Gargrave,Skipton,N Yorkshire,,BD23 3RS,Tel: 01756 748339,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V004393,0,0,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Killamarsh Dental Practice,V008677,DEN,107 Bridge Street,Killamarsh,Sheffield,S Yorkshire,,S21 1AL,Tel: 0114 2488513,17 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V008677,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,yes,yes
